"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2007","2007",18888.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2008","2008",18998.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2009","2009",18190.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2010","2010",18239,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2011","2011",18201.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2012","2012",17914.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2013","2013",17720.8,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2014","2014",17529.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2015","2015",17146.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2016","2016",16641.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","EST","Estonia","2017","2017",16215.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2005","2005",15443.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2006","2006",15666.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2007","2007",15757.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2008","2008",15678.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2009","2009",15801.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2010","2010",16017.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2011","2011",16362.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2012","2012",16313.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2013","2013",16314.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2014","2014",16441,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2015","2015",16181.2,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","AUS","Australia","2016","2016",16306.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2000","2000",25933.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2001","2001",26057.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2002","2002",26393,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2003","2003",26598.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2004","2004",27361.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2005","2005",27317.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2006","2006",27655.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2007","2007",27934.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2008","2008",28114.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2009","2009",27912.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2010","2010",27637,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2011","2011",27442.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2012","2012",27029.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2013","2013",26556.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2014","2014",26262.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2015","2015",25552.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2016","2016",25310,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","AUT","Austria","2017","2017",24925.6,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2000","2000",7445457,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2001","2001",7371498,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2002","2002",7314148,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2003","2003",7290314,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2004","2004",7243286,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2005","2005",7148325,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2006","2006",7035480,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2007","2007",6899460,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2008","2008",6726100,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2009","2009",6593276,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2010","2010",6506901,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2011","2011",6368574,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2012","2012",6286571,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2013","2013",6077461,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2014","2014",6030800,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2015","2015",5912043,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2016","2016",5811464,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","FIN","Finland","2017","2017",5639825,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2000","2000",15959.6,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2001","2001",15637.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2002","2002",15876.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2003","2003",15913.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2004","2004",16024.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2005","2005",15966.8,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2006","2006",16023.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2007","2007",15996.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2008","2008",15679.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2009","2009",16031,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2010","2010",16075.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2011","2011",15660.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2012","2012",15346,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2013","2013",15173.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2014","2014",15156.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2015","2015",14775.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","DNK","Denmark","2016","2016",14491.7,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2000","2000",255565,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2001","2001",243927,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2002","2002",234046,"D","Difference in methodology"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2003","2003",231512,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2004","2004",229849,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2005","2005",218328,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2006","2006",224206,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2007","2007",223665,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2008","2008",223638,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2009","2009",212631,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2010","2010",212931,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2011","2011",211815,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2012","2012",205752,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2013","2013",212014,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2014","2014",208497,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2015","2015",204124,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2016","2016",196741,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","EST","Estonia","2017","2017",190992,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2000","2000",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2001","2001",6.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2002","2002",6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2003","2003",5.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2004","2004",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2005","2005",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2006","2006",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2007","2007",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2008","2008",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2009","2009",5.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2010","2010",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2011","2011",5.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2012","2012",5.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2013","2013",6.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ZAF","South Africa","2014","2014",6.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2000","2000",6.9,"B","Break"
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2001","2001",7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2002","2002",7.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2003","2003",7.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2004","2004",7.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2005","2005",7.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2006","2006",7.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2007","2007",7.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2008","2008",7.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2009","2009",7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2010","2010",7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2011","2011",6.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2012","2012",6.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2013","2013",6.8,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2014","2014",6.7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2015","2015",6.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2016","2016",6.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","FIN","Finland","2017","2017",6.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2000","2000",8965.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2001","2001",8826.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2002","2002",9418.6,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2003","2003",9731.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2004","2004",10177,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2005","2005",10318.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2006","2006",10626.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2007","2007",10755.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2008","2008",10969.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2009","2009",11366.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2010","2010",11519.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2015","2015",10207.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2016","2016",9995.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NLD","Netherlands","2017","2017",9636.5,"P","Provisional value"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2000","2000",13898.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2001","2001",14111.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2002","2002",13764.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2003","2003",13530.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2004","2004",13477,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2005","2005",13272.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2006","2006",13442.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2007","2007",13608.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2008","2008",13742,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2009","2009",13957,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2010","2010",14239.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2011","2011",14195.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2012","2012",14429.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2013","2013",14335.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2014","2014",14420.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2015","2015",14319,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","NZL","New Zealand","2016","2016",14127.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2000","2000",749394,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2001","2001",801939,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2002","2002",776212,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2003","2003",822521,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2004","2004",837044,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2005","2005",852781,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2006","2006",870347,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2007","2007",856475,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2008","2008",866714,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2009","2009",956962,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2010","2010",962390,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2011","2011",972960,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2012","2012",980472,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2013","2013",982326,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2014","2014",997647,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2015","2015",852868,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2016","2016",858580,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","NOR","Norway","2017","2017",853108,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2000","2000",1110020,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2001","2001",1083310,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2002","2002",1068810,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2003","2003",1059594,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2004","2004",1046256,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2005","2005",1032501,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2006","2006",1009807,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2007","2007",984243,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2008","2008",977978,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2009","2009",963339,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2010","2010",953377,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2011","2011",948953,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2012","2012",939935,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2013","2013",921730,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2014","2014",921713,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2015","2015",911536,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2016","2016",909771,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FIN","Finland","2017","2017",904679,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","ESP","Spain","2010","2010",32310679,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","ESP","Spain","2011","2011",31285429,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","ESP","Spain","2012","2012",30771220,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","ESP","Spain","2013","2013",30438119,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","ESP","Spain","2014","2014",30411603,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","ESP","Spain","2015","2015",30863925,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","ESP","Spain","2016","2016",30776457,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","ESP","Spain","2017","2017",31024137,"P","Provisional value"
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2000","2000",13.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2001","2001",13.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2002","2002",12.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2003","2003",12.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2004","2004",12.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2005","2005",11.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2006","2006",11.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2007","2007",11.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2008","2008",11.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2009","2009",11,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2010","2010",10.8,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2011","2011",11.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2012","2012",10.8,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2013","2013",10.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2014","2014",9.9,"B","Break"
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2015","2015",9.7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2016","2016",9.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2017","2017",9.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","RUS","Russia","2018","2018",9.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2000","2000",7.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2001","2001",7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2002","2002",7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2003","2003",6.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2004","2004",6.7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2005","2005",6.7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2006","2006",6.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2007","2007",6.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2008","2008",6.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2009","2009",6.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2010","2010",6.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2011","2011",6.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2012","2012",6.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2013","2013",6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2014","2014",5.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2015","2015",5.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2016","2016",5.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ESP","Spain","2017","2017",5.9,"P","Provisional value"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2000","2000",7.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2001","2001",7.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2002","2002",6.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2003","2003",6.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2004","2004",6.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2005","2005",6.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2006","2006",6.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2007","2007",6.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","SWE","Sweden","2008","2008",6.5,,
